Magnitude,Location,Latitude,Longitude
0.3,"13 km NE of Milford, Utah",38.489,-112.901833333333
1.69,"18 km NW of Grapevine, CA",35.0535,-119.081
1.62,"23 km NW of Grapevine, CA",35.0856667,-119.1086667
1.6,"21 km NW of Grapevine, CA",35.0908333,-119.0765
1.75999999,"6 km SSW of Volcano, Hawaii",19.3854999542236,-155.251159667969
1.4,"26 km NW of Grapevine, CA",35.1078333,-119.1248333
2.3,"21 km SW of Lamont, CA",35.1306667,-119.0876667
1.16,"20 km NW of Grapevine, CA",35.0773333,-119.0748333
0.75,"15 km W of Searles Valley, CA",35.7578333,-117.5703333
0.94,"25 km ENE of Maricopa, CA",35.1041667,-119.1285
1.52,"22 km NW of Grapevine, CA",35.0983333,-119.0885
1.31,"25 km SW of Lamont, CA",35.1091667,-119.1201667
1.78999996,"6 km S of Volcano, Hawaii",19.3834991455078,-155.243499755859
1.44,"23 km NW of Grapevine, CA",35.0985,-119.0958333
2.03,"5 km NNW of The Geysers, CA",38.81,-122.78
-1.01,"23 km W of Sitka, Alaska",57.0748333333333,-135.715
-0.49,"20 km W of Sitka, Alaska",57.073,-135.675
-0.64,"20 km W of Sitka, Alaska",57.064,-135.669
1.36,"24 km NW of Grapevine, CA",35.0991667,-119.1116667
0.76,"14 km NE of Milford, Utah",38.4913333333333,-112.896
1.53,"21 km SW of Lamont, CA",35.1331667,-119.092
1.99,"22 km NW of Grapevine, CA",35.093,-119.0888333
0.71,"24 km WNW of Searles Valley, CA",35.8416667,-117.652
2.1,"6 km WNW of Bodega Bay, CA",38.34,-123.12
1.6,"21 km SW of Lamont, CA",35.1301667,-119.0866667
1.49,"21 km NW of Grapevine, CA",35.083,-119.0905
0.54,"14 km NE of Milford, Utah",38.4933333333333,-112.8995
0.7,"14 km NE of Milford, Utah",38.4946666666667,-112.900666666667
1.28,"22 km NW of Grapevine, CA",35.0893333,-119.0995
4.8,"41 km S of Moíres, Greece",34.6754,24.859
0.89,"15 km E of Seven Trees, CA",37.31,-121.67
2.08,"3 km SE of Pāhala, Hawaii",19.1788330078125,-155.453826904297
1.77,"23 km E of Maricopa, CA",35.0791667,-119.1458333
1.39,"24 km SW of Lamont, CA",35.113,-119.1051667
1.25,"34 km SSW of False Pass, Alaska",54.5516666666667,-163.541333333333
1.8,"24 km NW of Grapevine, CA",35.0996667,-119.1158333
2.31,"35 km SSW of False Pass, Alaska",54.539,-163.524333333333
1.77,"8 km S of Volcano, Hawaii",19.3633327484131,-155.223663330078
1.63,"24 km ENE of Maricopa, CA",35.1096667,-119.1433333
1.43,"24 km ENE of Maricopa, CA",35.1093333,-119.1411667
2.8,"6 km S of Volcano, Hawaii",19.3826666666667,-155.240333333333
1.2,"25 km WNW of Valdez, Alaska",61.1992,-146.7956
1.1,"57 km S of Shungnak, Alaska",66.378,-157.2413
1.37,"25 km NW of Grapevine, CA",35.1041667,-119.1236667
1.81,"3 km NW of The Geysers, CA",38.8,-122.79
1.51,"23 km NW of Grapevine, CA",35.0975,-119.1006667
1.49,"24 km NW of Grapevine, CA",35.0983333,-119.115
1.64,"24 km NW of Grapevine, CA",35.1001667,-119.1168333
4.9,"33 km S of Moíres, Greece",34.7476,24.9217
2.17,"24 km NW of Grapevine, CA",35.1,-119.1066667
1.98,"20 km NW of Grapevine, CA",35.0843333,-119.068
1.75,"22 km NW of Grapevine, CA",35.1,-119.076
1,"6 km S of Salcha, Alaska",64.4637,-146.926
1.94,"24 km NW of Grapevine, CA",35.099,-119.1145
0.83,"11 km SW of Salton City, CA",33.227,-116.0385
1.83,"24 km NW of Grapevine, CA",35.1015,-119.1171667
2.25,"24 km E of Maricopa, CA",35.0773333,-119.139
1.67,"20 km NW of Grapevine, CA",35.068,-119.0926667
2.79,"24 km NW of Grapevine, CA",35.0996667,-119.1096667
2.23,"24 km NW of Grapevine, CA",35.1003333,-119.1118333
1.29,"22 km NW of Grapevine, CA",35.095,-119.0898333
3.37,"82 km N of Charlotte Amalie, U.S. Virgin Islands",19.0896666666667,-64.9171666666667
1.83,"19 km NW of Grapevine, CA",35.062,-119.0856667
1.49,"20 km NW of Grapevine, CA",35.0928333,-119.059
1.62,"11 km N of Tonasket, Washington",48.80716666666667,-119.4215
1.3,"5 km NW of Harding-Birch Lakes, Alaska",64.4133,-146.6752
2.14,"23 km SW of Lamont, CA",35.1141667,-119.1006667
2.01,"25 km NW of Grapevine, CA",35.1021667,-119.124
1.89,"24 km SW of Lamont, CA",35.1115,-119.1078333
1.51,"25 km NW of Grapevine, CA",35.102,-119.122
1.93,"11 km S of Fern Forest, Hawaii",19.3641666666667,-155.1445
2.38,"24 km NW of Grapevine, CA",35.0978333,-119.1071667
1.35,"23 km E of Maricopa, CA",35.0833333,-119.1535
1.6,"23 km NW of Grapevine, CA",35.0965,-119.0995
1.53,"24 km SW of Lamont, CA",35.1166667,-119.1065
2.26,"21 km NW of Grapevine, CA",35.0823333,-119.083
1.9,"70 km WNW of Ninilchik, Alaska",60.1934,-152.9048
1.55,"23 km NW of Grapevine, CA",35.0916667,-119.1006667
1.92,"22 km NW of Grapevine, CA",35.0943333,-119.0935
1.7,"12 km SW of Point MacKenzie, Alaska",61.2734,-150.1207
0.44,"4 km SSE of Quilcene, Washington",47.787166666666664,-122.84216666666667
1.33,"25 km SW of Lamont, CA",35.1123333,-119.1178333
2.11,"21 km NW of Grapevine, CA",35.0821667,-119.0881667
2.03,"23 km NW of Grapevine, CA",35.0945,-119.1068333
1.34,"21 km NW of Grapevine, CA",35.0785,-119.091
1.75,"22 km NW of Grapevine, CA",35.0933333,-119.0918333
0.6,"7 km SSW of Borrego Springs, CA",33.1998333,-116.3986667
1.71,"24 km SW of Lamont, CA",35.1133333,-119.105
1.47,"23 km SW of Ocotillo Wells, CA",33.0078333,-116.3166667
2.14,"22 km NW of Grapevine, CA",35.087,-119.0971667
1.78,"22 km NW of Grapevine, CA",35.0801667,-119.1018333
1.63,"24 km NW of Grapevine, CA",35.0943333,-119.1106667
1.7,"22 km NW of Grapevine, CA",35.0875,-119.0866667
1.7,"9 km SSW of Point Possession, Alaska",60.8415,-150.7533
1.67,"23 km NW of Grapevine, CA",35.0956667,-119.1073333
4,"12 km ESE of Dustin Acres, California",35.1815,-119.2655
4.8,Kermadec Islands region,-30.2412,-176.7657
1.57,"24 km NW of Grapevine, CA",35.087,-119.1191667
1.31,"24 km NW of Grapevine, CA",35.0983333,-119.1141667
2.3,"24 km NW of Grapevine, CA",35.0961667,-119.1088333
1.22,"24 km NW of Grapevine, CA",35.0950012,-119.1115036
0.73,"26 km NW of Ocotillo, CA",32.8903333,-116.2081667
1.97,"21 km NW of Grapevine, CA",35.0806667,-119.0936667
1.67,"23 km NW of Grapevine, CA",35.0865,-119.1125
1.34,"23 km NW of Grapevine, CA",35.0886667,-119.1078333
1.8,"23 km NW of Grapevine, CA",35.0868333,-119.1103333
1.06,"14 km ESE of Julian, CA",33.0408333,-116.457
3.15,"22 km NW of Grapevine, CA",35.0864983,-119.1041641
3.5,"24 km NW of Grapevine, CA",35.1008333,-119.1076667
2.17,"23 km NW of Grapevine, CA",35.0855,-119.1116667
2.35,"24 km NW of Grapevine, CA",35.096,-119.1095
1.9,"21 km SW of Lamont, CA",35.1248333,-119.0798333
0.9,"1 km NE of Maple Valley, Washington",47.401666666666664,-122.03733333333334
1.48,"25 km NW of Grapevine, CA",35.1,-119.1201667
1.72,"24 km SW of Lamont, CA",35.1106667,-119.1091667
1.34,"24 km NW of Grapevine, CA",35.1015,-119.116
1.57,"20 km NW of Grapevine, CA",35.0778333,-119.0845
1.73,"23 km SW of Lamont, CA",35.1176667,-119.0981667
1.35,"24 km NW of Grapevine, CA",35.0963333,-119.1081667
2.9,"17 km S of Volcano, Hawaii",19.2838333333333,-155.226166666667
2.42,"24 km SW of Lamont, CA",35.1098333,-119.1066667
3.09,"24 km SW of Lamont, CA",35.1118317,-119.1009979
1.5,"23 km NW of Grapevine, CA",35.0913333,-119.1048333
1.43,"24 km SW of Lamont, CA",35.1175,-119.1171667
1.87,"11 km SSW of Progreso, B.C., MX",32.4836667,-115.6196667
2.26,"24 km NW of Grapevine, CA",35.0946667,-119.1233333
0.78,"8 km NW of Prague, Oklahoma",35.54916667,-96.73933333
2.58,"20 km NW of Grapevine, CA",35.0763333,-119.0808333
1.74,"20 km NW of Grapevine, CA",35.0665016,-119.0863342
1.54,"22 km NW of Grapevine, CA",35.0935,-119.089
2.5,"24 km NW of Grapevine, CA",35.0928333,-119.1261667
1.99,"24 km NW of Grapevine, CA",35.0818333,-119.1331667
2.07,"25 km NW of Grapevine, CA",35.1035,-119.1235
3.56,"70 km N of Charlotte Amalie, U.S. Virgin Islands",18.9798,-64.9885
2.02,"21 km NW of Grapevine, CA",35.0838333,-119.08
1.84,"22 km SW of Lamont, CA",35.1206667,-119.0925
1.93,"25 km SW of Lamont, CA",35.1123333,-119.1155
2.25,"25 km ENE of Maricopa, CA",35.1063333,-119.133
2.83,"24 km NW of Grapevine, CA",35.1058333,-119.1101667
1.67,"22 km NW of Grapevine, CA",35.0818333,-119.1043333
1.62,"24 km E of Maricopa, CA",35.0808333,-119.1361667
2.01,"23 km NW of Grapevine, CA",35.094,-119.1053333
1.69,"24 km NW of Grapevine, CA",35.0878333,-119.1181667
2.66,"25 km SW of Lamont, CA",35.1113333,-119.1156667
1.68,"23 km NW of Grapevine, CA",35.098,-119.093
1.66,"24 km ENE of Maricopa, CA",35.1098333,-119.1385
1.19,"20 km NW of Grapevine, CA",35.0915,-119.0546667
1.94,"24 km NW of Grapevine, CA",35.1003333,-119.1123333
2.08,"22 km NW of Grapevine, CA",35.0833333,-119.094
1.88,"24 km SW of Lamont, CA",35.1113333,-119.1106667
1.57,"24 km NW of Grapevine, CA",35.1001667,-119.1155
1.97,"24 km NW of Grapevine, CA",35.0981667,-119.106
2.45,"23 km NW of Grapevine, CA",35.0936667,-119.0966667
1.75,"25 km SW of Lamont, CA",35.1161667,-119.1216667
1.52,"18 km NW of Grapevine, CA",35.065,-119.0623333
1.83,"24 km E of Maricopa, CA",35.0863333,-119.135
1.55,"25 km ENE of Maricopa, CA",35.1076667,-119.1281667
1.43,"23 km NW of Grapevine, CA",35.0951667,-119.1026667
1.83,"18 km NW of Grapevine, CA",35.0671667,-119.0596667
2.5,"24 km SW of Lamont, CA",35.1106667,-119.1115
1.39,"25 km NW of Grapevine, CA",35.1023333,-119.1211667
1.96,"20 km NW of Grapevine, CA",35.0835,-119.0728333
1.26,"24 km E of Maricopa, CA",35.091835,-119.1405029
1.83,"23 km NW of Grapevine, CA",35.1003333,-119.0993333
2.56,"26 km ENE of Maricopa, CA",35.1078333,-119.1265
2.57,"21 km NW of Grapevine, CA",35.0956667,-119.0646667
2.55,"24 km SW of Lamont, CA",35.108,-119.1088333
2.88,"25 km NW of Grapevine, CA",35.105,-119.1143333
2.14,"25 km NW of Grapevine, CA",35.0931667,-119.1291667
1.59,"23 km NW of Grapevine, CA",35.0996667,-119.0978333
1.78,"9 km SE of Volcano, Hawaii",19.3783340454102,-155.173004150391
1.62,"20 km NW of Grapevine, CA",35.0721667,-119.0883333
2.7,"25 km SSW of Susitna, Alaska",61.3274,-150.6587
2.75,"24 km NW of Grapevine, CA",35.0995,-119.1175
1.58,"24 km NW of Grapevine, CA",35.0948333,-119.1091667
1.75,"24 km ENE of Maricopa, CA",35.1096667,-119.1478333
2.4,"20 km NW of Grapevine, CA",35.07,-119.0885
3.19,"24 km NW of Grapevine, CA",35.0951667,-119.1133333
1.63,"24 km ENE of Maricopa, CA",35.1086655,-119.1383362
1.95,"24 km NW of Grapevine, CA",35.1016667,-119.1078333
1.86,"24 km NW of Grapevine, CA",35.0875,-119.12
1.55,"18 km NW of Grapevine, CA",35.079,-119.0425
2.38,"39 km NW of Volcano, Hawaii",19.6620006561279,-155.534332275391
2,"7 km SSW of Volcano, Hawaii",19.3823337554932,-155.254333496094
2.21,"23 km NW of Grapevine, CA",35.0955,-119.1033333
1.54,"4 km S of Pāhala, Hawaii",19.1611666666667,-155.480333333333
2.32,"23 km NW of Grapevine, CA",35.0936667,-119.0965
1.55,"25 km NW of Grapevine, CA",35.106,-119.122
1.55,"15 km NNW of Pine Mountain Club, CA",34.9765,-119.1826667
2.12,"9 km SW of Alberto Oviedo Mota, B.C., MX",32.1801667,-115.2501667
1.57,"24 km NW of Grapevine, CA",35.0988333,-119.114
1.29,"25 km ENE of Maricopa, CA",35.1078333,-119.1301667
4.6,"215 km NNE of Barra Patuca, Honduras",17.4597,-83.2273
2.68,"25 km E of Maricopa, CA",35.0965,-119.1313333
2.1,"23 km SW of Lamont, CA",35.1195,-119.0936667
1.47,"22 km NW of Grapevine, CA",35.0983333,-119.0705
2.21,"21 km NW of Grapevine, CA",35.0813333,-119.0905
2,"18 km WSW of Rotan, Texas",32.775,-100.644
2.01,"25 km NW of Grapevine, CA",35.099,-119.1248333
2.65,"23 km SW of Lamont, CA",35.119,-119.099
2.22,"22 km NW of Grapevine, CA",35.1026667,-119.0733333
2.16,"24 km E of Maricopa, CA",35.0921667,-119.137
2.82,"23 km NW of Grapevine, CA",35.0931667,-119.0983333
3.21,"22 km NW of Grapevine, CA",35.0999985,-119.0686646
2.31,"24 km NW of Grapevine, CA",35.1015,-119.1151667
2.3,"25 km SW of Lamont, CA",35.114,-119.1246667
2.32,"24 km NW of Grapevine, CA",35.1038333,-119.1096667
1.75,"24 km NW of Grapevine, CA",35.1031667,-119.1158333
2.09,"21 km NW of Grapevine, CA",35.083,-119.0851667
2.15,"23 km NW of Grapevine, CA",35.0945,-119.1055
1.33,"7 km NW of Rialto, CA",34.1515,-117.4188333
2.7,"24 km NW of Grapevine, CA",35.1016667,-119.104
2.64,"25 km NW of Grapevine, CA",35.1078333,-119.1216667
3.02,"24 km NW of Grapevine, CA",35.1036682,-119.1106644
2.03,"21 km NW of Grapevine, CA",35.0828333,-119.0851667
2.31,"23 km SW of Lamont, CA",35.1116667,-119.0843333
2.44372820854187,"16 km SSE of Ucluelet, Canada",48.80616760253906,-125.45016479492188
2.99,"24 km NW of Grapevine, CA",35.0978317,-119.1106644
2.95,"22 km NW of Grapevine, CA",35.0908333,-119.0955
3.44,"24 km NW of Grapevine, CA",35.0965,-119.1111667
2.45,"24 km SW of Lamont, CA",35.112,-119.1091667
2.69,"24 km NW of Grapevine, CA",35.1041667,-119.1138333
1.82,"24 km NW of Grapevine, CA",35.0981667,-119.1165
2.34,"24 km NW of Grapevine, CA",35.1003333,-119.102
2.45,"22 km NW of Grapevine, CA",35.1006667,-119.0828333
2.4,"22 km SW of Lamont, CA",35.1083333,-119.078
2.18,"21 km NW of Grapevine, CA",35.0873333,-119.0828333
2.67,"22 km NW of Grapevine, CA",35.0873333,-119.0961667
2,"24 km NW of Grapevine, CA",35.0878333,-119.124
1.96,"22 km NW of Grapevine, CA",35.0951667,-119.0931667
1.74,"23 km NW of Grapevine, CA",35.098,-119.1045
2.51,"23 km NW of Grapevine, CA",35.0961667,-119.1061667
2.88,"23 km SW of Lamont, CA",35.1185,-119.0995
2.73,"23 km SW of Lamont, CA",35.1196667,-119.0961667
2.2,"21 km NW of Grapevine, CA",35.0766667,-119.0965
2.23,"22 km NW of Grapevine, CA",35.0835,-119.0925
2.5,"21 km NW of Grapevine, CA",35.0805,-119.0881667
2.42,"22 km NW of Grapevine, CA",35.099,-119.087
2.45,"22 km NW of Grapevine, CA",35.094,-119.0833333
2.45,"24 km NW of Grapevine, CA",35.1041667,-119.102
2.1,"Rat Islands, Aleutian Islands, Alaska",51.791,178.4828
3.23,"23 km NW of Grapevine, CA",35.0948333,-119.1008333
2.4,"21 km NW of Grapevine, CA",35.0708351,-119.0983353
2.48,"22 km NW of Grapevine, CA",35.083,-119.102
1.3,"38 km NNE of Chickaloon, Alaska",62.1284,-148.2928
2.37,"5 km SSW of Volcano, Hawaii",19.3931666666667,-155.25
2.29,"22 km NW of Grapevine, CA",35.0955,-119.091
2.6,"25 km SW of Lamont, CA",35.1153333,-119.1203333
2.6,"24 km NW of Grapevine, CA",35.1048333,-119.1103333
2.26,"22 km NW of Grapevine, CA",35.0835,-119.0946667
2.32,"23 km NW of Grapevine, CA",35.0908333,-119.1073333
2.37,"24 km NW of Grapevine, CA",35.0978333,-119.1133333
2.13,"23 km NW of Grapevine, CA",35.1051667,-119.0818333
2.27,"20 km NW of Grapevine, CA",35.0781667,-119.0818333
3.23,"23 km NW of Grapevine, CA",35.0893333,-119.1071667
2.47,"21 km NW of Grapevine, CA",35.0821667,-119.09
3.06,"24 km NW of Grapevine, CA",35.0993333,-119.1176667
2.83,"23 km NW of Grapevine, CA",35.0841667,-119.1081667
3.58,"23 km NW of Grapevine, CA",35.0876667,-119.1118333
4.07,"22 km SW of Lamont, CA",35.111,-119.0783333
3.04,"20 km NW of Grapevine, CA",35.0681667,-119.0801667
4.6,"88 km WNW of Copiapó, Chile",-26.9333,-71.0787
3.1,"18 km NW of Grapevine, CA",35.0648346,-119.0684967
2.97,"19 km NW of Grapevine, CA",35.0660019,-119.0773315
3.4,"10 km WNW of Mettler, California",35.0906,-119.0796
3.6,"9 km W of Mettler, California",35.0714,-119.069
4.6,"25 km SW of Lamont, CA",35.1088333,-119.115
5.22,"24 km SW of Lamont, CA",35.109,-119.097
1.5,"20 km ESE of Little Lake, CA",35.8901667,-117.6911667
2.25,"7 km SSW of Volcano, Hawaii",19.3815,-155.257166666667
1.54,"6 km N of Calumet, Oklahoma",35.66233333,-98.12666667
1.8,"3 km WNW of Chignik Lake, Alaska",56.2653,-158.8233
0.78,"69 km SSW of Ugashik, Alaska",56.9176666666667,-157.717166666667
0.94,"6 km WSW of Hiawatha, Utah",39.4568333333333,-111.074833333333
4.4,"25 km W of Davila, Philippines",18.5153,120.3368
0.88,"19 km E of Little Lake, CA",35.9401667,-117.6955
1.7,"63 km SE of Denali National Park, Alaska",63.1205,-150.8755
4.5,"84 km NE of Levuka, Fiji",-17.6187,179.9589
1.28,"33 km SSW of False Pass, Alaska",54.5581666666667,-163.538333333333
2.1,"60 km W of Anchor Point, Alaska",59.8596,-152.8954
1.53,"16 km SSE of Glacier, Washington",48.7545,-121.84466666666667
1.15,"14 km NNW of Fayette, Utah",39.3501666666667,-111.888833333333
0.7,"39 km E of Minto, Alaska",65.1425,-148.5053
4.6,"59 km S of Kangding, China",29.4614,101.9473
1.75,"7 km S of Volcano, Hawaii",19.3784999847412,-155.245498657227
1.56,"9 km W of Bryce Canyon City, Utah",37.6736666666667,-112.266333333333
4.6,"15 km SSE of Feke, Turkey",37.6819,35.9702
-0.31,"23 km W of Dutch Harbor, Alaska",53.8661666666667,-166.904333333333
-0.11,"24 km W of Dutch Harbor, Alaska",53.8756666666667,-166.9125
1.05,"34 km SSW of False Pass, Alaska",54.5526666666667,-163.540666666667
1.72,"33 km SSW of False Pass, Alaska",54.5608333333333,-163.540333333333
0.96,"2 km NW of Maple Falls, Washington",48.93533333333333,-122.10116666666667
2.56,"8 km SE of Katie, Oklahoma",34.52616667,-97.28716667
0.9,"5 km NNE of Cabazon, CA",33.9596667,-116.7735
2.39,"20 km W of Volcano, Hawaii",19.469,-155.422666666667
1.04,"1 km SW of Glen Avon, CA",34.0035,-117.4961667
2.27,"15 km S of Volcano, Hawaii",19.301,-155.225333333333
1.82,"24 km WNW of Chignik Lake, Alaska",56.3188333333333,-159.133833333333
1.8,"70 km N of Petersville, Alaska",63.1208,-150.5026
0.8,"35 km S of South Van Horn, Alaska",64.4946,-147.9234
0.19,"65 km ESE of West Yellowstone, Montana",44.4245,-110.352833333333
0.82,"65 km ESE of West Yellowstone, Montana",44.4303333333333,-110.349833333333
0.92,"1 km SW of Glen Avon, CA",34.004,-117.4958333
2.8,"58 km ESE of King Cove, Alaska",54.8162,-161.5102
-0.39,"74 km NE of Nikolski, Alaska",53.4221666666667,-168.092166666667
0.56,"66 km ESE of West Yellowstone, Montana",44.4228333333333,-110.3385
0.33,"65 km ESE of West Yellowstone, Montana",44.4291666666667,-110.349333333333
2.37,"6 km SW of Prineville, Oregon",44.25716666666667,-120.89
0.61,"14 km NE of Milford, Utah",38.4953333333333,-112.9005
1.35,"38 km NNE of Amboy, Washington",46.20516666666666,-122.19333333333333
-0.37,"9 km W of Dutch Harbor, Alaska",53.883,-166.6815
0.22,"65 km ESE of West Yellowstone, Montana",44.4303333333333,-110.348833333333
2.5,"3 km S of Charter Oak, CA",34.0756667,-117.8413333
1.04,"8 km ESE of Oliver, Canada",49.166333333333334,-119.43516666666666
1.4,"134 km SE of McCarthy, Alaska",60.5374,-141.258
1.46,"4 km NW of Boron, CA",35.0295,-117.6781667
0.18,"10 km NE of Castle Rock, Washington",46.3445,-122.824
4,"2 km WNW of Grębocice, Poland",51.6044,16.125
1.3,"14 km NW of Two Rivers, Alaska",64.9445,-147.2917
0.7000000000000001,"4 km SE of Quilcene, Washington",47.79716666666667,-122.83433333333333
0.49,"84 km W of Adak, Alaska",51.8563333333333,-177.856166666667
1.70000005,"16 km S of Volcano, Hawaii",19.2928333282471,-155.225830078125
2.07,"36 km S of False Pass, Alaska",54.5288333333333,-163.513
1.2,"32 km WNW of Anchor Point, Alaska",59.8814,-152.3723
0.55,"71 km WSW of Nikolski, Alaska",52.761,-169.884833333333
1.8,"62 km NE of Chase, Alaska",62.7666,-149.0991
0.9,"35 km ESE of Minto, Alaska",65.041,-148.6414
1.7,"9 km WSW of Cantwell, Alaska",63.3565,-149.1171
0.76,"5 km NW of Palomar Observatory, CA",33.3895,-116.8971667
5.6,south of the Fiji Islands,-24.4277,-177.6308
1.6,"48 km WSW of Nikolski, Alaska",52.7307,-169.4962
1.2,"25 km N of Chickaloon, Alaska",62.0202,-148.3772
2.1,"56 km E of Port Alsworth, Alaska",60.1376,-153.3017
0.8,"8 km NW of Prague, Oklahoma",35.54733333,-96.74666667
1.1,"20 km WSW of Manley Hot Springs, Alaska",64.9498,-151.0508
2.44,"7 km NW of Rialto, CA",34.1513333,-117.4195
1.78,"10 km WSW of Toms Place, CA",37.52,-118.78
0.9,"32 km W of Anderson, Alaska",64.3101,-149.8491
1.75,"7 km S of Volcano, Hawaii",19.3754997253418,-155.238998413086
2.5,"1 km WNW of Adjuntas, Puerto Rico",18.1653333333333,-66.7356666666667
3.5,"6 km S of Volcano, Hawaii",19.3803333333333,-155.237666666667
1.83000004,"7 km S of Volcano, Hawaii",19.3743324279785,-155.244171142578
-0.6,"22 km W of Sitka, Alaska",57.0588333333333,-135.699333333333
2.15,"6 km SSW of Volcano, Hawaii",19.3868333333333,-155.2465
1.6,"15 km W of Four Mile Road, Alaska",64.5905,-149.4427
1.28,"7 km SSW of San Juan Bautista, CA",36.78,-121.56
1.49,"4 km SW of Scotts Mills, Oregon",45.01316666666666,-122.70533333333333
1.88,"0 km SSE of Pāhala, Hawaii",19.2025,-155.4785
2.25,"7 km NNE of Fontana, CA",34.1523333,-117.4226667
1.55,"16 km NNE of Apple Valley, CA",34.6363333,-117.1228333
1,"15 km SSW of Badger, Alaska",64.6693,-147.642
0.29,"39 km WSW of False Pass, Alaska",54.7536666666667,-163.994666666667
3.42,"77 km W of The Bottom, Bonaire, Saint Eustatius and Saba ",17.5961666666667,-63.9828333333333
1.5,"54 km S of Whites City, New Mexico",31.681,-104.415
1.46,"10 km S of Shelton, Washington",47.12116666666667,-123.093
0.35,"85 km NNW of Karluk, Alaska",58.2945,-154.921666666667
1.5,"8 km NW of Point MacKenzie, Alaska",61.4175,-150.0787
1.34,"3 km NW of The Geysers, CA",38.79,-122.78
1.5,"26 km S of Westbrook, Texas",32.122,-101.051
3.9,"32 km SSW of Mount Buller, Australia",-37.4355,146.3566
1.26,"4 km NNW of Mill Creek, Oklahoma",34.44433333,-96.84233333
1.48,"4 km E of Grays River, Washington",46.36216666666667,-123.553
1.18,"13 km SE of Tehachapi, CA",35.0521667,-118.3411667
4.5,"268 km E of Levuka, Fiji",-17.8669,-178.156
0.52,"7 km NE of Coso Junction, CA",36.0826667,-117.8863333
0.59,"35 km NNE of Amboy, Washington",46.221,-122.34366666666666
1.32,"6 km NNW of Lakeside, CA",32.9026667,-116.9468333
1.6,"50 km W of Salamatof, Alaska",60.5724,-152.2457
0.56,"15 km SSE of Waynoka, Oklahoma",36.45733333,-98.81083333
1.3,"31 km NE of McCarthy, Alaska",61.5943,-142.4391
1.12,"34 km SE of Bodfish, CA",35.3838333,-118.218
2.2,"53 km ESE of Fox River, Alaska",59.6291,-150.1205
1.46,"13 km SSW of Searles Valley, CA",35.6686667,-117.4796667
2.22,"14 km NE of Pāhala, Hawaii",19.291166305542,-155.37483215332
1.23,"4 km SE of Owasso, Oklahoma",36.23966667,-95.81316667
1.54,"47 km WSW of Nikolski, Alaska",52.8368333333333,-169.547333333333
1.55,"8 km NNW of Borrego Springs, CA",33.3213333,-116.422
1.12,"1 km E of Notiechtown, Oklahoma",35.57716667,-95.07433333
0.59,"66 km WNW of Beluga, Alaska",61.3145,-152.269666666667
-0.22,"12 km W of Akutan, Alaska",54.122,-165.967333333333
0.29,"75 km WSW of Nikolski, Alaska",52.764,-169.944833333333
1.3,"28 km NE of McCarthy, Alaska",61.5932,-142.5085
1.28,"72 km WSW of Nikolski, Alaska",52.7596666666667,-169.893
2.1,"16 km NNE of Hermleigh, Texas",32.773,-100.692
1.3,"18 km SW of Thatcher, Utah",41.5638333333333,-112.435
1.36,"38 km S of False Pass, Alaska",54.5136666666667,-163.519666666667
2.7,"36 km ENE of McCarthy, Alaska",61.5948,-142.331
0.77,"9 km WSW of Idyllwild, CA",33.6951667,-116.8045
1.1,"10 km WSW of Idyllwild, CA",33.6926667,-116.8066667
1.89,"20 km E of Naalehu, Hawaii",19.0358333333333,-155.389666666667
2.12,"24 km SW of Ocotillo Wells, CA",32.985,-116.3111667
1.99,"9 km SE of Volcano, Hawaii",19.3791675567627,-155.167663574219
2,"55 km S of Whites City, New Mexico",31.674,-104.366
2.27,"5 km S of Pāhala, Hawaii",19.1523342132568,-155.472503662109
2.8,"56 km S of Whites City, New Mexico",31.668,-104.455
0.63,"12 km E of Anza, CA",33.5373333,-116.5518333
1.8,"28 km W of Salamatof, Alaska",60.6424,-151.8302
1.69,"13 km SSW of Tres Pinos, CA",36.68,-121.36
1.7,"47 km NW of Beluga, Alaska",61.4414,-151.7092
0.77,"2 km WNW of Anderson Springs, CA",38.78,-122.72
1.77,"25 km SW of Ocotillo Wells, CA",32.9813333,-116.3208333
0.5,"10 km WSW of Anza, CA",33.5075,-116.7678333
4.8,"96 km SW of Huanchaquito Alto, Peru",-8.6941,-79.7244
1.5,"56 km S of Whites City, New Mexico",31.667,-104.376
2.8,"56 km S of Whites City, New Mexico",31.667,-104.368
2.4,"55 km S of Whites City, New Mexico",31.675,-104.371
0.38,"9 km WNW of Cobb, CA",38.84,-122.83
2.43,"6 km NE of Castro Valley, CA",37.74,-122.06
1.89,"9 km SE of Volcano, Hawaii",19.3693333333333,-155.182
0.94,"24 km N of Yucca Valley, CA",34.334,-116.4545
0.23,"35 km SSE of Morton, Washington",46.25,-122.18066666666667
2.8,"56 km S of Whites City, New Mexico",31.669,-104.37
1.23,"22 km NNE of Ocotillo, CA",32.9041667,-115.8653333
0.45,"21 km ESE of Little Lake, CA",35.8865,-117.6858333
0.39,"5 km SSW of Anderson Springs, CA",38.73,-122.71
1.41,"13 km ENE of Cliffdell, Washington",46.977,-120.90116666666667
0.5,"10 km NNW of Virginia City, Nevada",39.3949,-119.7122
1.63,"4 km SSW of Katie, Oklahoma",34.5375,-97.37016667
1.41,"8 km SE of Katie, Oklahoma",34.53283333,-97.28566667
4.01,"13 km NNE of Hawaiian Ocean View, Hawaii",19.179,-155.701166666667
